id,word_1_en,word_2_en,word_3_en,word_1_ja,word_2_ja,word_3_ja,word_class,word_structure_A,word_structure_B,word_alt_en,word_alt_ja,word_IPA,img_URL,word_description,ENG_1,ENG_2,ENG_3,JPN_1,JPN_2,JPN_3,remind_frag,quiz_level
345,atmosphere,improve the atmosphere,The new decor improved the room's atmosphere significantly.,大気、雰囲気,雰囲気を改善する,新しい装飾は部屋の雰囲気を大幅に向上させました。,名詞,atmo- (蒸気) + sphere- (球),「蒸気の球」→大気、雰囲気,atmospheric,大気の,/ˈætməsˌfɪr/,public\images\atmosphere.webp,空気の層またはある場所の感じやムード。,public\audio\ENG\1\atmosphere.mp3,public\audio\ENG\2\atmosphere.mp3,public\audio\ENG\3\atmosphere.mp3,public\audio\JPN\1\atmosphere.mp3,public\audio\JPN\2\atmosphere.mp3,public\audio\JPN\3\atmosphere.mp3,FALSE,1
346,origin,trace the origin,Historians are trying to trace the origin of the artifact.,起源,起源を追跡する,歴史家たちはその遺物の起源を辿ろうとしています。,名詞,or- (起源) + gin- (生まれる),「生まれたところ」→起源,original,原始的な,/ˈɔrɪdʒən/,public\images\origin.webp,何かが始まった場所や時。,public\audio\ENG\1\origin.mp3,public\audio\ENG\2\origin.mp3,public\audio\ENG\3\origin.mp3,public\audio\JPN\1\origin.mp3,public\audio\JPN\2\origin.mp3,public\audio\JPN\3\origin.mp3,FALSE,1
347,personality,understand personality,Understanding different personalities improves communication.,人格,人格を理解する,異なる人格を理解することはコミュニケーションを向上させます。,名詞,persona- (人格) + -ity (状態),「人格の状態」→人格,personable,人柄の良い,/ˌpɜrsəˈnæləti/,public\images\personality.webp,個人の特性や性格。,public\audio\ENG\1\personality.mp3,public\audio\ENG\2\personality.mp3,public\audio\ENG\3\personality.mp3,public\audio\JPN\1\personality.mp3,public\audio\JPN\2\personality.mp3,public\audio\JPN\3\personality.mp3,FALSE,1
348,capacity,increase capacity,The new factory will increase the company's production capacity.,容量、能力,能力を増強する,新しい工場は会社の生産能力を増加させます。,名詞,capac- (収容する) + -ity (名詞化),「収容する状態」→容量、能力,capacitive,容量の,/kəˈpæsəti/,public\images\capacity.webp,収納できる量または何かをする能力。,public\audio\ENG\1\capacity.mp3,public\audio\ENG\2\capacity.mp3,public\audio\ENG\3\capacity.mp3,public\audio\JPN\1\capacity.mp3,public\audio\JPN\2\capacity.mp3,public\audio\JPN\3\capacity.mp3,FALSE,1
349,profit,generate profit,The project generated an unexpected amount of profit.,利益,利益を生み出す,そのプロジェクトは予期せぬ利益を生み出しました。,名詞,pro- (前) + fit- (適合),「前に適合する」→利益,profitable,収益性の,/ˈprɑfɪt/,public\images\profit.webp,経済的な利得や収益。,public\audio\ENG\1\profit.mp3,public\audio\ENG\2\profit.mp3,public\audio\ENG\3\profit.mp3,public\audio\JPN\1\profit.mp3,public\audio\JPN\2\profit.mp3,public\audio\JPN\3\profit.mp3,FALSE,1
350,circumstance,adjust to circumstance,Adjusting to new circumstances can be difficult.,状況,状況に適応する,新しい状況に適応することは難しいかもしれません。,名詞,circum- (周り) + stant- (立つ),「周りに立つこと」→状況,circumstances,環境、状況,/ˈsɜrkəmˌstæns/,public\images\circumstance.webp,特定の事象や条件。,public\audio\ENG\1\circumstance.mp3,public\audio\ENG\2\circumstance.mp3,public\audio\ENG\3\circumstance.mp3,public\audio\JPN\1\circumstance.mp3,public\audio\JPN\2\circumstance.mp3,public\audio\JPN\3\circumstance.mp3,FALSE,1
351,manner,polite manner of speaking,He's known for his polite manner of speaking.,方法、態度,丁寧な話し方,彼は礼儀正しい話し方で知られています。,名詞,man- (方法) + -ner (名詞化),「方法」→方法、態度,manual,手動の,/ˈmænər/,public\images\manner.webp,何かを行う方式や人の振る舞い。,public\audio\ENG\1\manner.mp3,public\audio\ENG\2\manner.mp3,public\audio\ENG\3\manner.mp3,public\audio\JPN\1\manner.mp3,public\audio\JPN\2\manner.mp3,public\audio\JPN\3\manner.mp3,FALSE,1
352,threat,face a threat,The city faces a significant environmental threat.,脅威,脅威に直面する,その都市は重大な環境脅威に直面しています。,名詞,threat (脅威),「脅威」→脅威,threatening,脅迫的な,/θrɛt/,public\images\threat.webp,危害を与える可能性があるもの。,public\audio\ENG\1\threat.mp3,public\audio\ENG\2\threat.mp3,public\audio\ENG\3\threat.mp3,public\audio\JPN\1\threat.mp3,public\audio\JPN\2\threat.mp3,public\audio\JPN\3\threat.mp3,FALSE,1
353,resident,welcome a resident,New residents are welcomed into the community.,居住者,住民を歓迎する,新しい住民は地域社会に歓迎されます。,名詞,resid- (住む) + -ent (名詞化),「住む人」→居住者,residency,居住,/ˈrɛzɪdənt/,public\images\resident.webp,ある場所に住んでいる人。,public\audio\ENG\1\resident.mp3,public\audio\ENG\2\resident.mp3,public\audio\ENG\3\resident.mp3,public\audio\JPN\1\resident.mp3,public\audio\JPN\2\resident.mp3,public\audio\JPN\3\resident.mp3,FALSE,1
354,wealth,material wealth,Sharing material wealth strengthens communities.,富,物質的富,物質的富を共有することは地域社会を強化します。,名詞,wealth (富),「富」→富,wealthy,裕福な,/wɛlθ/,public\images\wealth.webp,資源や財産の豊富さ。,public\audio\ENG\1\wealth.mp3,public\audio\ENG\2\wealth.mp3,public\audio\ENG\3\wealth.mp3,public\audio\JPN\1\wealth.mp3,public\audio\JPN\2\wealth.mp3,public\audio\JPN\3\wealth.mp3,FALSE,1
355,institution,reform an institution,The government plans to reform an institution.,機関,公共機関を改革する,政府はある公共機関を改革する計画です。,名詞,instit- (設立する) + -ution (名詞化),「設立すること」→機関,institutional,制度の,/ˌɪnstəˈtuʃən/,public\images\institution.webp,長期間にわたり社会的な目的を果たす組織。,public\audio\ENG\1\institution.mp3,public\audio\ENG\2\institution.mp3,public\audio\ENG\3\institution.mp3,public\audio\JPN\1\institution.mp3,public\audio\JPN\2\institution.mp3,public\audio\JPN\3\institution.mp3,FALSE,1
356,authority,challenge authority,Citizens are challenging the authority of the officials.,権威,権威に挑戦する,市民は役人の権威に挑戦しています。,名詞,author- (作る) + -ity (名詞化),「作ること」→権威,authoritative,権威ある,/əˈθɔrəti/,public\images\authority.webp,公式な力や影響力、または専門的な知識。,public\audio\ENG\1\authority.mp3,public\audio\ENG\2\authority.mp3,public\audio\ENG\3\authority.mp3,public\audio\JPN\1\authority.mp3,public\audio\JPN\2\authority.mp3,public\audio\JPN\3\authority.mp3,FALSE,1
357,vote,cast a vote,Every citizen has the right to cast a vote.,投票,投票する,すべての市民には投票する権利があります。,名詞,vote (投票),「投票」→投票,voting,投票すること,/voʊt/,public\images\vote.webp,意思決定のための選択を示す行為。,public\audio\ENG\1\vote.mp3,public\audio\ENG\2\vote.mp3,public\audio\ENG\3\vote.mp3,public\audio\JPN\1\vote.mp3,public\audio\JPN\2\vote.mp3,public\audio\JPN\3\vote.mp3,FALSE,1
358,sight,enjoy the sight,Tourists enjoy the sight of the ancient ruins.,視界,景色を楽しむ,観光客は古代遺跡の景色を楽しんでいます。,名詞,sight (視界),「視界」→視界,eyesight,視力,/saɪt/,public\images\sight.webp,見ることができる範囲やもの。,public\audio\ENG\1\sight.mp3,public\audio\ENG\2\sight.mp3,public\audio\ENG\3\sight.mp3,public\audio\JPN\1\sight.mp3,public\audio\JPN\2\sight.mp3,public\audio\JPN\3\sight.mp3,FALSE,1
359,campaign,launch a campaign,The charity launched a new fundraising campaign.,キャンペーン,キャンペーンを開始する,その慈善団体は新しい資金調達キャンペーンを開始しました。,名詞,camp- (野営) + -aign (名詞化),「野営の活動」→キャンペーン,campaigning,キャンペーン活動,/kæmˈpeɪn/,public\images\campaign.webp,特定の目標を達成するための組織的な活動。,public\audio\ENG\1\campaign.mp3,public\audio\ENG\2\campaign.mp3,public\audio\ENG\3\campaign.mp3,public\audio\JPN\1\campaign.mp3,public\audio\JPN\2\campaign.mp3,public\audio\JPN\3\campaign.mp3,FALSE,1
360,fund,raise funds,The fundraiser was able to raise significant funds.,資金,資金を調達する,その資金調達イベントはかなりの資金を集めることができました。,名詞,fund (資金),「資金」→資金,funding,資金調達,/fʌnd/,public\images\fund.webp,金銭的なリソース。,public\audio\ENG\1\fund.mp3,public\audio\ENG\2\fund.mp3,public\audio\ENG\3\fund.mp3,public\audio\JPN\1\fund.mp3,public\audio\JPN\2\fund.mp3,public\audio\JPN\3\fund.mp3,FALSE,1
361,web,navigate the web,Navigating the web has become second nature to many.,ウェブ、網,インターネットを巡る,インターネットを操作することは多くの人にとって第二の自然になっています。（※second nature : 非常に自然であること）,名詞,web (網),「網」→ウェブ,website,ウェブサイト,/wɛb/,public\images\web.webp,インターネットのシステムまたは複雑に結びついた構造。,public\audio\ENG\1\web.mp3,public\audio\ENG\2\web.mp3,public\audio\ENG\3\web.mp3,public\audio\JPN\1\web.mp3,public\audio\JPN\2\web.mp3,public\audio\JPN\3\web.mp3,FALSE,1
362,symbol,a peace symbol,The dove is a universal peace symbol.,象徴,平和の象徴,ハトは普遍的な平和の象徴です。,名詞,sym- (共に) + bol- (投げる),「共に投げるもの」→象徴,symbolism,象徴主義,/ˈsɪmbəl/,public\images\symbol.webp,何かを代表または象徴するもの。,public\audio\ENG\1\symbol.mp3,public\audio\ENG\2\symbol.mp3,public\audio\ENG\3\symbol.mp3,public\audio\JPN\1\symbol.mp3,public\audio\JPN\2\symbol.mp3,public\audio\JPN\3\symbol.mp3,FALSE,1
363,analysis,conduct an analysis,The team will conduct an analysis of the data.,分析,分析を行う,チームはデータの分析を行います。,名詞,ana- (下に) + lysis- (分解),「下に分解する」→分析,analytical,分析的な,/əˈnæləsɪs/,public\images\analysis.webp,詳細な検討やデータの評価。,public\audio\ENG\1\analysis.mp3,public\audio\ENG\2\analysis.mp3,public\audio\ENG\3\analysis.mp3,public\audio\JPN\1\analysis.mp3,public\audio\JPN\2\analysis.mp3,public\audio\JPN\3\analysis.mp3,FALSE,1
364,version,latest version,This is the latest version of the software.,バージョン,最新バージョン,これがソフトウェアの最新バージョンです。,名詞,ver- (真実) + -sion (名詞化),「真実の形」→バージョン,convertible,転換可能な,/ˈvɜrʒən/,public\images\version.webp,何かの特定の形や変形。,public\audio\ENG\1\version.mp3,public\audio\ENG\2\version.mp3,public\audio\ENG\3\version.mp3,public\audio\JPN\1\version.mp3,public\audio\JPN\2\version.mp3,public\audio\JPN\3\version.mp3,FALSE,1
365,perspective,different perspective,Looking at the problem from a different perspective can help.,観点,異なる視点,問題を異なる視点から見ることが役立つことがあります。,名詞,per- (完全に) + spect- (見る) + -ive (形容詞化),「完全に見る」→観点,retrospective,回顧的な,/pərˈspɛktɪv/,public\images\perspective.webp,物事を見る特定の方法や視点。,public\audio\ENG\1\perspective.mp3,public\audio\ENG\2\perspective.mp3,public\audio\ENG\3\perspective.mp3,public\audio\JPN\1\perspective.mp3,public\audio\JPN\2\perspective.mp3,public\audio\JPN\3\perspective.mp3,FALSE,1
366,crisis,economic crisis,The country is facing an economic crisis.,危機,経済危機,その国は経済危機に直面しています。,名詞,cris- (選択) + -is (名詞化),「選択の時」→危機,critical,重大な,/ˈkraɪsɪs/,public\images\crisis.webp,決定的または危険な転換点。,public\audio\ENG\1\crisis.mp3,public\audio\ENG\2\crisis.mp3,public\audio\ENG\3\crisis.mp3,public\audio\JPN\1\crisis.mp3,public\audio\JPN\2\crisis.mp3,public\audio\JPN\3\crisis.mp3,FALSE,1
367,disaster,natural disaster,The region was hit by a natural disaster.,災害,自然災害,その地域は自然災害に見舞われました。,名詞,dis- (反対) + aster- (星),「星の反対」→災害,disastrous,惨事の,/dɪˈzæstər/,public\images\disaster.webp,甚大な損害や苦痛を引き起こす出来事。,public\audio\ENG\1\disaster.mp3,public\audio\ENG\2\disaster.mp3,public\audio\ENG\3\disaster.mp3,public\audio\JPN\1\disaster.mp3,public\audio\JPN\2\disaster.mp3,public\audio\JPN\3\disaster.mp3,FALSE,1
368,lecture,attend a lecture,I'm going to attend a lecture on modern art.,講義,講義に出席する,私は現代美術の講義に参加します。,名詞,lect- (選ぶ) + -ure (名詞化),「選ぶこと」→講義,lecturer,講師,/ˈlɛkʧər/,public\images\lecture.webp,教育的な話やプレゼンテーション。,public\audio\ENG\1\lecture.mp3,public\audio\ENG\2\lecture.mp3,public\audio\ENG\3\lecture.mp3,public\audio\JPN\1\lecture.mp3,public\audio\JPN\2\lecture.mp3,public\audio\JPN\3\lecture.mp3,FALSE,1
369,psychology,study psychology,She is majoring in psychology at the university.,心理学,心理学を専攻する,彼女は大学で心理学を専攻しています。,名詞,psych- (心) + -ology (学問),「心の学問」→心理学,psychological,心理的な,/saɪˈkɑlədʒi/,public\images\psychology.webp,人の心や行動を研究する科学。,public\audio\ENG\1\psychology.mp3,public\audio\ENG\2\psychology.mp3,public\audio\ENG\3\psychology.mp3,public\audio\JPN\1\psychology.mp3,public\audio\JPN\2\psychology.mp3,public\audio\JPN\3\psychology.mp3,FALSE,1
370,gender,gender equality,The movement advocates for gender equality.,性別,ジェンダー平等,その運動はジェンダー平等を提唱しています。,名詞,gen- (生まれる) + -der (名詞化),「生まれること」→性別,genealogy,系譜,/ˈʤɛndər/,public\images\gender.webp,社会的、文化的な性の役割と特性。,public\audio\ENG\1\gender.mp3,public\audio\ENG\2\gender.mp3,public\audio\ENG\3\gender.mp3,public\audio\JPN\1\gender.mp3,public\audio\JPN\2\gender.mp3,public\audio\JPN\3\gender.mp3,FALSE,1
371,custom,local custom,That festival is a local custom here.,習慣,地元の習慣,その祭りはここでは地元の慣習です。,名詞,cus- (習慣) + -tom (名詞化),「習慣に関する」→習慣,customary,慣習的な,/ˈkʌstəm/,public\images\custom.webp,長い間にわたり続いている行動や慣習。,public\audio\ENG\1\custom.mp3,public\audio\ENG\2\custom.mp3,public\audio\ENG\3\custom.mp3,public\audio\JPN\1\custom.mp3,public\audio\JPN\2\custom.mp3,public\audio\JPN\3\custom.mp3,FALSE,1
